combinedfips,countyfips,statefips,party,lng,lat,votes
3737019,37019,37,republican,-78.23791614,34.07037851,42720
3737021,37021,37,democratic,-82.53035424,35.6112775,75452
3737021,37021,37,republican,-82.53035424,35.6112775,55716
3737023,37023,37,democratic,-81.70505869,35.74914733,11251
3737023,37023,37,republican,-81.70505869,35.74914733,26238
3737025,37025,37,democratic,-80.55133048,35.38756942,35521
3737025,37025,37,republican,-80.55133048,35.38756942,53819
3737027,37027,37,democratic,-81.5469666,35.95288519,8425
3737027,37027,37,republican,-81.5469666,35.95288519,26621
3737029,37029,37,democratic,-76.20583468,36.38675278,1274
3737029,37029,37,republican,-76.20583468,36.38675278,3546
3737031,37031,37,democratic,-76.65336214,34.8275267,9939
3737031,37031,37,republican,-76.65336214,34.8275267,26569
3737033,37033,37,democratic,-79.33355984,36.39327555,4792
3737033,37033,37,republican,-79.33355984,36.39327555,6026
3737035,37035,37,democratic,-81.21481079,35.66260115,21216
3737035,37035,37,republican,-81.21481079,35.66260115,48324
3737037,37037,37,democratic,-79.25545829,35.70266277,21065
3737037,37037,37,republican,-79.25545829,35.70266277,17105
3737039,37039,37,democratic,-84.06424533,35.13376757,2860
3737039,37039,37,republican,-84.06424533,35.13376757,10844
3737041,37041,37,democratic,-76.60802425,36.14854015,2992
3737041,37041,37,republican,-76.60802425,36.14854015,4014
3737043,37043,37,democratic,-83.75018218,35.05771746,1367
3737043,37043,37,republican,-83.75018218,35.05771746,4437
3737045,37045,37,democratic,-81.55570623,35.33410942,14964
3737045,37045,37,republican,-81.55570623,35.33410942,28479
3737047,37047,37,democratic,-78.65514472,34.26573301,9063
3737047,37047,37,republican,-78.65514472,34.26573301,14272
3737049,37049,37,democratic,-77.09255683,35.12343918,17630
3737049,37049,37,republican,-77.09255683,35.12343918,27731
3737051,37051,37,democratic,-78.82718356,35.04887721,71605
3737051,37051,37,republican,-78.82718356,35.04887721,51265
3737053,37053,37,democratic,-76.00390334,36.40311519,2913
3737053,37053,37,republican,-76.00390334,36.40311519,9163
3737055,37055,37,democratic,-75.78245555,35.7632084,7222
3737055,37055,37,republican,-75.78245555,35.7632084,11460
3737057,37057,37,democratic,-80.21253309,35.79311799,18109
3737057,37057,37,republican,-80.21253309,35.79311799,54317
3737059,37059,37,democratic,-80.54428142,35.92957297,5270
3737059,37059,37,republican,-80.54428142,35.92957297,15602
3737061,37061,37,democratic,-77.93295681,34.93627171,8283
3737061,37061,37,republican,-77.93295681,34.93627171,12217
3737063,37063,37,democratic,-78.87606872,36.03605321,121250
3737063,37063,37,republican,-78.87606872,36.03605321,28350
3737065,37065,37,democratic,-77.59635385,35.91303781,16224
3737065,37065,37,republican,-77.59635385,35.91303781,8261
3737067,37067,37,democratic,-80.25626566,36.13057844,94464
3737067,37067,37,republican,-80.25626566,36.13057844,75975
3737069,37069,37,democratic,-78.2853416,36.08251637,12874
3737069,37069,37,republican,-78.2853416,36.08251637,16368
3737071,37071,37,democratic,-81.18014844,35.29432138,31177
3737071,37071,37,republican,-81.18014844,35.29432138,61798
3737073,37073,37,democratic,-76.70046305,36.44475497,2385
3737073,37073,37,republican,-76.70046305,36.44475497,2874
3737075,37075,37,democratic,-83.83311406,35.35024285,768
3737075,37075,37,republican,-83.83311406,35.35024285,3283
3737077,37077,37,democratic,-78.65301,36.30365992,12909
3737077,37077,37,republican,-78.65301,36.30365992,13591
3737079,37079,37,democratic,-77.67650726,35.48563343,3605
3737079,37079,37,republican,-77.67650726,35.48563343,4374
3737081,37081,37,democratic,-79.78852575,36.07964464,149248
3737081,37081,37,republican,-79.78852575,36.07964464,98062
3737083,37083,37,democratic,-77.65158415,36.25737352,15748
3737083,37083,37,republican,-77.65158415,36.25737352,9031
3737085,37085,37,democratic,-78.86964365,35.368729,16737
3737085,37085,37,republican,-78.86964365,35.368729,27614
3737087,37087,37,democratic,-82.98251028,35.55576195,10473
3737087,37087,37,republican,-82.98251028,35.55576195,18929
3737089,37089,37,democratic,-82.48021492,35.33655768,19827
3737089,37089,37,republican,-82.48021492,35.33655768,35809
3737091,37091,37,democratic,-76.98162611,36.35892018,6910
3737091,37091,37,republican,-76.98162611,36.35892018,3099
3737093,37093,37,democratic,-79.23678619,35.01716668,9726
3737093,37093,37,republican,-79.23678619,35.01716668,7760
3737095,37095,37,democratic,-76.24647047,35.51917533,965
3737095,37095,37,republican,-76.24647047,35.51917533,1288
3737097,37097,37,democratic,-80.87332588,35.8068797,24734
3737097,37097,37,republican,-80.87332588,35.8068797,54754
3737099,37099,37,democratic,-83.14111074,35.28733908,7713
3737099,37099,37,republican,-83.14111074,35.28733908,9870
3737101,37101,37,democratic,-78.36537336,35.51761602,28362
3737101,37101,37,republican,-78.36537336,35.51761602,54372
3737103,37103,37,democratic,-77.35562096,35.02185042,2065
3737103,37103,37,republican,-77.35562096,35.02185042,2974
3737105,37105,37,democratic,-79.17158398,35.47515626,10469
3737105,37105,37,republican,-79.17158398,35.47515626,13712
3737107,37107,37,democratic,-77.64152691,35.23892735,12634
3737107,37107,37,republican,-77.64152691,35.23892735,13613
3737109,37109,37,democratic,-81.22393811,35.48589556,9897
3737109,37109,37,republican,-81.22393811,35.48589556,28806
3737111,37111,37,democratic,-82.04845774,35.68110614,4667
3737111,37111,37,republican,-82.04845774,35.68110614,14568
3737113,37113,37,democratic,-83.42232408,35.15057533,4876
3737113,37113,37,republican,-83.42232408,35.15057533,12127
3737115,37115,37,democratic,-82.70612535,35.85793329,3926
3737115,37115,37,republican,-82.70612535,35.85793329,6783
3737117,37117,37,democratic,-77.10604281,35.84087616,5846
3737117,37117,37,republican,-77.10604281,35.84087616,5897
3737119,37119,37,democratic,-80.83268027,35.24675454,294562
3737119,37119,37,republican,-80.83268027,35.24675454,155518
3737121,37121,37,democratic,-82.16391398,36.01324162,1596
3737121,37121,37,republican,-82.16391398,36.01324162,6282
3737123,37123,37,democratic,-79.90576665,35.3323375,4150
3737123,37123,37,republican,-79.90576665,35.3323375,7130
3737125,37125,37,democratic,-79.48151986,35.31080558,16329
3737125,37125,37,republican,-79.48151986,35.31080558,30490
3737127,37127,37,democratic,-77.9861842,35.96771851,23235
3737127,37127,37,republican,-77.9861842,35.96771851,23319
3737129,37129,37,democratic,-77.88474375,34.2322858,50979
3737129,37129,37,republican,-77.88474375,34.2322858,55344
3737131,37131,37,democratic,-77.39657442,36.41780769,6144
3737131,37131,37,republican,-77.39657442,36.41780769,3582
3737133,37133,37,democratic,-77.42736897,34.72975141,17514
3737133,37133,37,republican,-77.42736897,34.72975141,37122
3737135,37135,37,democratic,-79.12071407,36.06127743,59923
3737135,37135,37,republican,-79.12071407,36.06127743,18557
3737137,37137,37,democratic,-76.72927678,35.14691784,2448
3737137,37137,37,republican,-76.72927678,35.14691784,4258
3737139,37139,37,democratic,-76.28360001,36.29472462,8615
3737139,37139,37,republican,-76.28360001,36.29472462,8180
3737141,37141,37,democratic,-77.90598182,34.52447523,9354
3737141,37141,37,republican,-77.90598182,34.52447523,17639
3737143,37143,37,democratic,-76.4395049,36.20508496,2319
3737143,37143,37,republican,-76.4395049,36.20508496,4177
3737145,37145,37,democratic,-78.9715773,36.38999755,7833
3737145,37145,37,republican,-78.9715773,36.38999755,11185
3737147,37147,37,democratic,-77.37489067,35.59325583,41824
3737147,37147,37,republican,-77.37489067,35.59325583,35691
3737149,37149,37,democratic,-82.17008141,35.27959223,3735
3737149,37149,37,republican,-82.17008141,35.27959223,6768
3737151,37151,37,democratic,-79.8058818,35.71023333,13194
3737151,37151,37,republican,-79.8058818,35.71023333,49430
3737153,37153,37,democratic,-79.74711644,35.00590629,8501
3737153,37153,37,republican,-79.74711644,35.00590629,10383
3737155,37155,37,democratic,-79.10352623,34.64028878,19016
3737155,37155,37,republican,-79.10352623,34.64028878,20762
3737157,37157,37,democratic,-79.77527984,36.39621434,14228
3737157,37157,37,republican,-79.77527984,36.39621434,26830
3737159,37159,37,democratic,-80.52501519,35.64030608,19400
3737159,37159,37,republican,-80.52501519,35.64030608,42810
3737161,37161,37,democratic,-81.92041527,35.4018617,7512
3737161,37161,37,republican,-81.92041527,35.4018617,21871
3737163,37163,37,democratic,-78.37163083,34.99203592,10547
3737163,37163,37,republican,-78.37163083,34.99203592,14838
3737165,37165,37,democratic,-79.48032175,34.84114162,7319
3737165,37165,37,republican,-79.48032175,34.84114162,6256
3737167,37167,37,democratic,-80.25088954,35.31173842,7094
3737167,37167,37,republican,-80.25088954,35.31173842,21964
3737169,37169,37,democratic,-80.23912302,36.40186627,4665
3737169,37169,37,republican,-80.23912302,36.40186627,17116
3737171,37171,37,democratic,-80.68725838,36.41459623,7488
3737171,37171,37,republican,-80.68725838,36.41459623,23671
3737173,37173,37,democratic,-83.4921876,35.48677176,2196
3737173,37173,37,republican,-83.4921876,35.48677176,3565
3737175,37175,37,democratic,-82.79867801,35.20208661,6558
3737175,37175,37,republican,-82.79867801,35.20208661,10520
3737177,37177,37,democratic,-76.20702207,35.81805644,720
3737177,37177,37,republican,-76.20702207,35.81805644,975
3737179,37179,37,democratic,-80.53061478,34.98836835,34337
3737179,37179,37,republican,-80.53061478,34.98836835,66707
3737181,37181,37,democratic,-78.40836693,36.36465914,12229
3737181,37181,37,republican,-78.40836693,36.36465914,7332
3737183,37183,37,democratic,-78.65050164,35.78982367,302736
3737183,37183,37,republican,-78.65050164,35.78982367,196082
3737185,37185,37,democratic,-78.10671227,36.39674307,6413
3737185,37185,37,republican,-78.10671227,36.39674307,3214
3737187,37187,37,democratic,-76.57653423,35.82268131,3510
3737187,37187,37,republican,-76.57653423,35.82268131,2564
3737189,37189,37,democratic,-81.69605652,36.23087329,14138
3737189,37189,37,republican,-81.69605652,36.23087329,13697
3737191,37191,37,democratic,-78.00407767,35.36389637,21770
3737191,37191,37,republican,-78.00407767,35.36389637,27540
3737193,37193,37,democratic,-81.16305367,36.20617699,6638
3737193,37193,37,republican,-81.16305367,36.20617699,23752
3737195,37195,37,democratic,-77.9189122,35.70531169,19663
3737195,37195,37,republican,-77.9189122,35.70531169,17531
3737197,37197,37,democratic,-80.66532457,36.1604416,3160
3737197,37197,37,republican,-80.66532457,36.1604416,13880
3737199,37199,37,democratic,-82.30812844,35.8984235,3196
3737199,37199,37,republican,-82.30812844,35.8984235,6385
3838001,38001,38,democratic,-102.5285391,46.09690164,216
3838001,38001,38,republican,-102.5285391,46.09690164,909
3838003,38003,38,democratic,-98.07170952,46.93593125,1597
3838003,38003,38,republican,-98.07170952,46.93593125,3160
3838005,38005,38,democratic,-99.36573478,48.06933808,842
3838005,38005,38,republican,-99.36573478,48.06933808,929
3838007,38007,38,democratic,-103.3762965,47.02366884,59
3838007,38007,38,republican,-103.3762965,47.02366884,495
3838009,38009,38,democratic,-100.8333086,48.792102,736
3838009,38009,38,republican,-100.8333086,48.792102,2494
3838011,38011,38,democratic,-103.5205091,46.1127569,227
3838011,38011,38,republican,-103.5205091,46.1127569,1446
3838013,38013,38,democratic,-102.5181759,48.79096757,119
3838013,38013,38,republican,-102.5181759,48.79096757,895
3838015,38015,38,democratic,-100.4687948,46.97733689,10881
3838015,38015,38,republican,-100.4687948,46.97733689,32532
3838017,38017,38,democratic,-97.24822334,46.93292237,31361
3838017,38017,38,republican,-97.24822334,46.93292237,39816
3838019,38019,38,democratic,-98.46469965,48.77240346,476
3838019,38019,38,republican,-98.46469965,48.77240346,1357
3838021,38021,38,democratic,-98.50488391,46.11017237,554
3838021,38021,38,republican,-98.50488391,46.11017237,1667
3838023,38023,38,democratic,-103.4871163,48.81486205,245
3838023,38023,38,republican,-103.4871163,48.81486205,867
3838025,38025,38,democratic,-102.6182871,47.35663619,358
3838025,38025,38,republican,-102.6182871,47.35663619,1771
3838027,38027,38,democratic,-98.90182925,47.71748723,355
3838027,38027,38,republican,-98.90182925,47.71748723,791
3838029,38029,38,democratic,-100.2386194,46.28495441,215
3838029,38029,38,republican,-100.2386194,46.28495441,1677
3838031,38031,38,democratic,-98.88279923,47.4571084,347
3838031,38031,38,republican,-98.88279923,47.4571084,1241
3838033,38033,38,democratic,-103.8465777,46.94026181,99
3838033,38033,38,republican,-103.8465777,46.94026181,796
3838035,38035,38,democratic,-97.45708074,47.92166578,10851
3838035,38035,38,republican,-97.45708074,47.92166578,16340
3838037,38037,38,democratic,-101.6397779,46.35813751,185
3838037,38037,38,republican,-101.6397779,46.35813751,1108
3838039,38039,38,democratic,-98.23703207,47.4570984,298
3838039,38039,38,republican,-98.23703207,47.4570984,847
3838041,38041,38,democratic,-102.4607133,46.43276791,168
3838041,38041,38,republican,-102.4607133,46.43276791,1050
3838043,38043,38,democratic,-99.78013842,46.98013909,179
3838043,38043,38,republican,-99.78013842,46.98013909,1111
3838045,38045,38,democratic,-98.53552136,46.45686514,502
3838045,38045,38,republican,-98.53552136,46.45686514,1481
3838047,38047,38,democratic,-99.47712748,46.45733694,114
3838047,38047,38,republican,-99.47712748,46.45733694,888
3838049,38049,38,democratic,-100.6362783,48.23439818,490
3838049,38049,38,republican,-100.6362783,48.23439818,2050
3838051,38051,38,democratic,-99.4414601,46.11180534,235
3838051,38051,38,republican,-99.4414601,46.11180534,1100
3838053,38053,38,democratic,-103.3954265,47.74027674,698
3838053,38053,38,republican,-103.3954265,47.74027674,3670
3838055,38055,38,democratic,-101.3219684,47.60697344,1081
3838055,38055,38,republican,-101.3219684,47.60697344,3860
3838057,38057,38,democratic,-101.8317306,47.30905996,621
3838057,38057,38,republican,-101.8317306,47.30905996,3759
3838059,38059,38,democratic,-101.2808428,46.71620349,3080
3838059,38059,38,republican,-101.2808428,46.71620349,11336
3838061,38061,38,democratic,-102.3557043,48.20129569,1220
3838061,38061,38,republican,-102.3557043,48.20129569,2582
3838063,38063,38,democratic,-98.19212605,47.92171706,536
3838063,38063,38,republican,-98.19212605,47.92171706,1025
3838065,38065,38,democratic,-101.3403504,47.115508,119
3838065,38065,38,republican,-101.3403504,47.115508,830
3838067,38067,38,democratic,-97.55156514,48.76726978,681
3838067,38067,38,republican,-97.55156514,48.76726978,2208
3838069,38069,38,democratic,-99.97174953,48.24958064,431
3838069,38069,38,republican,-99.97174953,48.24958064,1437
3838071,38071,38,democratic,-98.72015658,48.2690641,1505
3838071,38071,38,republican,-98.72015658,48.2690641,3217
3838073,38073,38,democratic,-97.65742504,46.45621782,838
3838073,38073,38,republican,-97.65742504,46.45621782,1210
3838075,38075,38,democratic,-101.6577138,48.71910481,201
3838075,38075,38,republican,-101.6577138,48.71910481,993
3838077,38077,38,democratic,-96.94827807,46.26461801,2064
3838077,38077,38,republican,-96.94827807,46.26461801,4767
3838079,38079,38,democratic,-99.84096449,48.77247566,2099
3838079,38079,38,republican,-99.84096449,48.77247566,1217
3838081,38081,38,democratic,-97.63059676,46.1078458,694
3838081,38081,38,republican,-97.63059676,46.1078458,1088
3838083,38083,38,democratic,-100.3455585,47.5754264,95
3838083,38083,38,republican,-100.3455585,47.5754264,650
3838085,38085,38,democratic,-101.0403323,46.11262812,758
3838085,38085,38,republican,-101.0403323,46.11262812,260
3838087,38087,38,democratic,-103.4602876,46.4473194,43
3838087,38087,38,republican,-103.4602876,46.4473194,362
3838089,38089,38,democratic,-102.6550438,46.81078851,1753
3838089,38089,38,republican,-102.6550438,46.81078851,9755
3838091,38091,38,democratic,-97.72479507,47.45618207,361
3838091,38091,38,republican,-97.72479507,47.45618207,538
3838093,38093,38,democratic,-98.95894925,46.97927215,2498
3838093,38093,38,republican,-98.95894925,46.97927215,6718
3838095,38095,38,democratic,-99.24564463,48.68566015,305
3838095,38095,38,republican,-99.24564463,48.68566015,733
3838097,38097,38,democratic,-97.16169937,47.45400419,1241
3838097,38097,38,republican,-97.16169937,47.45400419,2265
3838099,38099,38,democratic,-97.72134503,48.36930301,1167
3838099,38099,38,republican,-97.72134503,48.36930301,2995
3838101,38101,38,democratic,-101.541865,48.22179884,5806
3838101,38101,38,republican,-101.541865,48.22179884,18636
3838103,38103,38,democratic,-99.66092922,47.58750012,419
3838103,38103,38,republican,-99.66092922,47.58750012,1796
3838105,38105,38,democratic,-103.4801272,48.34373147,1735
3838105,38105,38,republican,-103.4801272,48.34373147,10069
3939001,39001,39,democratic,-83.47239908,38.84544021,2326
3939001,39001,39,republican,-83.47239908,38.84544021,8659
3939003,39003,39,democratic,-84.10584177,40.77151716,13294
3939003,39003,39,republican,-84.10584177,40.77151716,30487
3939005,39005,39,democratic,-82.27061922,40.84592901,5740
3939005,39005,39,republican,-82.27061922,40.84592901,17493
3939007,39007,39,democratic,-80.74863402,41.70753004,15577
3939007,39007,39,republican,-80.74863402,41.70753004,23318
3939009,39009,39,democratic,-82.0451808,39.3340326,16370
3939009,39009,39,republican,-82.0451808,39.3340326,11354
3939011,39011,39,democratic,-84.22168058,40.56085701,3980
3939011,39011,39,republican,-84.22168058,40.56085701,18658
3939013,39013,39,democratic,-80.98861998,40.01576203,8785
3939013,39013,39,republican,-80.98861998,40.01576203,21108
3939015,39015,39,democratic,-83.86741596,38.93410315,4353
3939015,39015,39,republican,-83.86741596,38.93410315,14573
3939017,39017,39,democratic,-84.57607723,39.43897921,58642
3939017,39017,39,republican,-84.57607723,39.43897921,106976
3939019,39019,39,democratic,-81.08973346,40.579572,3154
3939019,39019,39,republican,-81.08973346,40.579572,9254
3939021,39021,39,democratic,-83.76966912,40.13766698,4594
3939021,39021,39,republican,-83.76966912,40.13766698,12631
3939023,39023,39,democratic,-83.78354054,39.91660044,23328
3939023,39023,39,republican,-83.78354054,39.91660044,35205
3939025,39025,39,democratic,-84.15193439,39.04742036,26715
3939025,39025,39,republican,-84.15193439,39.04742036,67518
3939027,39027,39,democratic,-83.80825529,39.41489655,4066
3939027,39027,39,republican,-83.80825529,39.41489655,13838
3939029,39029,39,democratic,-80.77709087,40.76853311,12432
3939029,39029,39,republican,-80.77709087,40.76853311,31676
3939031,39031,39,democratic,-81.91980212,40.30215268,4013
3939031,39031,39,republican,-81.91980212,40.30215268,10785
3939033,39033,39,democratic,-82.91997484,40.85061678,4625
3939033,39033,39,republican,-82.91997484,40.85061678,13611
3939035,39035,39,democratic,-81.6587538,41.42426021,398271
3939035,39035,39,republican,-81.6587538,41.42426021,184211
3939037,39037,39,democratic,-84.61945793,40.13381861,4470
3939037,39037,39,republican,-84.61945793,40.13381861,20012
3939039,39039,39,democratic,-84.49071987,41.3239854,5368
3939039,39039,39,republican,-84.49071987,41.3239854,11688
3939041,39041,39,democratic,-83.00450275,40.27841348,40872
3939041,39041,39,republican,-83.00450275,40.27841348,57568
3939043,39043,39,democratic,-82.63799692,41.37421463,16057
3939043,39043,39,republican,-82.63799692,41.37421463,19648
3939045,39045,39,democratic,-82.63064275,39.75164711,24881
3939045,39045,39,republican,-82.63064275,39.75164711,44314
3939047,39047,39,democratic,-83.4560853,39.56023827,2739
3939047,39047,39,republican,-83.4560853,39.56023827,7995
3939049,39049,39,democratic,-83.0091231,39.96927249,351198
3939049,39049,39,republican,-83.0091231,39.96927249,199331
3939051,39051,39,democratic,-84.12943991,41.60183312,6069
3939051,39051,39,republican,-84.12943991,41.60183312,13709
3939053,39053,39,democratic,-82.31692618,38.82476088,2628
3939053,39053,39,republican,-82.31692618,38.82476088,9822
3939055,39055,39,democratic,-81.17872133,41.49972479,17569
3939055,39055,39,republican,-81.17872133,41.49972479,30227
3939057,39057,39,democratic,-83.88969073,39.69132786,28943
3939057,39057,39,republican,-83.88969073,39.69132786,48540
3939059,39059,39,democratic,-81.49400106,40.05191963,4359
3939059,39059,39,republican,-81.49400106,40.05191963,11445
3939061,39061,39,democratic,-84.54309843,39.19557749,215719
3939061,39061,39,republican,-84.54309843,39.19557749,173665
3939063,39063,39,democratic,-83.66630827,41.00178146,9609
3939063,39063,39,republican,-83.66630827,41.00178146,24183
3939065,39065,39,democratic,-83.65939867,40.66129428,2920
3939065,39065,39,republican,-83.65939867,40.66129428,8717
3939067,39067,39,democratic,-81.09149874,40.29356193,1688
3939067,39067,39,republican,-81.09149874,40.29356193,5098
3939069,39069,39,democratic,-84.06830637,41.3339642,3756
3939069,39069,39,republican,-84.06830637,41.3339642,9301
3939071,39071,39,democratic,-83.60078719,39.18468334,3773
3939071,39071,39,republican,-83.60078719,39.18468334,14020
3939073,39073,39,democratic,-82.47907934,39.49712923,3775
3939073,39073,39,republican,-82.47907934,39.49712923,8497
3939075,39075,39,democratic,-81.93067102,40.5614819,1788
3939075,39075,39,republican,-81.93067102,40.5614819,8720
3939077,39077,39,democratic,-82.59842269,41.14651716,7192
3939077,39077,39,republican,-82.59842269,41.14651716,16226
3939079,39079,39,democratic,-82.61832518,39.01971543,3226
3939079,39079,39,republican,-82.61832518,39.01971543,9949
3939081,39081,39,democratic,-80.76113054,40.38470042,9675
3939081,39081,39,republican,-80.76113054,40.38470042,21117
3939083,39083,39,democratic,-82.42287375,40.39902351,8171
3939083,39083,39,republican,-82.42287375,40.39902351,19131
3939085,39085,39,democratic,-81.23712921,41.69689265,46397
3939085,39085,39,republican,-81.23712921,41.69689265,64255
3939087,39087,39,democratic,-82.53675197,38.59849502,6974
3939087,39087,39,republican,-82.53675197,38.59849502,18689
3939089,39089,39,democratic,-82.48290477,40.09170112,27376
3939089,39089,39,republican,-82.48290477,40.09170112,51241
3939091,39091,39,democratic,-83.76526991,40.3883971,4647
3939091,39091,39,republican,-83.76526991,40.3883971,15957
3939093,39093,39,democratic,-82.1511144,41.29557931,66949
3939093,39093,39,republican,-82.1511144,41.29557931,66818
3939095,39095,39,democratic,-83.65545282,41.62064794,110833
3939095,39095,39,republican,-83.65545282,41.62064794,75698
3939097,39097,39,democratic,-83.40012747,39.89429692,4779
3939097,39097,39,republican,-83.40012747,39.89429692,11631
3939099,39099,39,democratic,-80.7763711,41.01467607,57381
3939099,39099,39,republican,-80.7763711,41.01467607,53616
3939101,39101,39,democratic,-83.1598587,40.58744702,7928
3939101,39101,39,republican,-83.1598587,40.58744702,16961
3939103,39103,39,democratic,-81.8998621,41.11770589,32182
3939103,39103,39,republican,-81.8998621,41.11770589,54810
3939105,39105,39,democratic,-82.02295352,39.08233336,2260
3939105,39105,39,republican,-82.02295352,39.08233336,7309
3939107,39107,39,democratic,-84.62929783,40.54030771,3384
3939107,39107,39,republican,-84.62929783,40.54030771,17506
3939109,39109,39,democratic,-84.22868895,40.05414393,13120
3939109,39109,39,republican,-84.22868895,40.05414393,37079
3939111,39111,39,democratic,-81.08267492,39.72753365,1662
3939111,39111,39,republican,-81.08267492,39.72753365,4868
3939113,39113,39,democratic,-84.29037841,39.75442102,122016
3939113,39113,39,republican,-84.29037841,39.75442102,123909
3939115,39115,39,democratic,-81.85284727,39.62071306,1736
3939115,39115,39,republican,-81.85284727,39.62071306,4431
3939117,39117,39,democratic,-82.79458938,40.52405935,3761
3939117,39117,39,republican,-82.79458938,40.52405935,11948
3939119,39119,39,democratic,-81.94452332,39.96581387,11123
3939119,39119,39,republican,-81.94452332,39.96581387,24056
3939121,39121,39,democratic,-81.45612561,39.7660752,1221
3939121,39121,39,republican,-81.45612561,39.7660752,4549
3939123,39123,39,democratic,-83.10923872,41.5370554,8285
3939123,39123,39,republican,-83.10923872,41.5370554,12653
3939125,39125,39,democratic,-84.58018842,41.11674251,2093
3939125,39125,39,republican,-84.58018842,41.11674251,6500
3939127,39127,39,democratic,-82.23618289,39.73723959,4138
3939127,39127,39,republican,-82.23618289,39.73723959,10228
3939129,39129,39,democratic,-83.02450193,39.64185964,6529
3939129,39129,39,republican,-83.02450193,39.64185964,17076
3939131,39131,39,democratic,-83.06678951,39.07705515,3539
3939131,39131,39,republican,-83.06678951,39.07705515,7902
3939133,39133,39,democratic,-81.19736816,41.16790847,32397
3939133,39133,39,republican,-81.19736816,41.16790847,39971
3939135,39135,39,democratic,-84.64804448,39.74220535,4325
3939135,39135,39,republican,-84.64804448,39.74220535,15446
3939137,39137,39,democratic,-84.13168547,41.02216769,2922
3939137,39137,39,republican,-84.13168547,41.02216769,14961
3939139,39139,39,democratic,-82.53676639,40.77482478,16085
3939139,39139,39,republican,-82.53676639,40.77482478,36590
3939141,39141,39,democratic,-83.0569591,39.33753008,10356
3939141,39141,39,republican,-83.0569591,39.33753008,18652
3939143,39143,39,democratic,-83.14419942,41.35730372,9929
3939143,39143,39,republican,-83.14419942,41.35730372,16316
3939145,39145,39,democratic,-82.99326888,38.80404083,9132
3939145,39145,39,republican,-82.99326888,38.80404083,20550
3939147,39147,39,democratic,-83.12759613,41.12378254,7404
3939147,39147,39,republican,-83.12759613,41.12378254,14825
3939149,39149,39,democratic,-84.20440063,40.33212183,4243
3939149,39149,39,republican,-84.20440063,40.33212183,18590
3939151,39151,39,democratic,-81.36571811,40.8138382,68146
3939151,39151,39,republican,-81.36571811,40.8138382,98388
3939153,39153,39,democratic,-81.53219101,41.12587569,134256
3939153,39153,39,republican,-81.53219101,41.12587569,112026
3939155,39155,39,democratic,-80.76110735,41.31734436,43014
3939155,39155,39,republican,-80.76110735,41.31734436,49024
3939157,39157,39,democratic,-81.47450488,40.44131431,12188
3939157,39157,39,republican,-81.47450488,40.44131431,26918
3939159,39159,39,democratic,-83.37130174,40.29926661,7718
3939159,39159,39,republican,-83.37130174,40.29926661,18096
3939161,39161,39,democratic,-84.58607604,40.8555416,2697
3939161,39161,39,republican,-84.58607604,40.8555416,10469
3939163,39163,39,democratic,-82.48545415,39.25106486,1351
3939163,39163,39,republican,-82.48545415,39.25106486,3883
3939165,39165,39,democratic,-84.16728624,39.42735056,33730
3939165,39165,39,republican,-84.16728624,39.42735056,77643
3939167,39167,39,democratic,-81.49547648,39.45557887,8026
3939167,39167,39,republican,-81.49547648,39.45557887,20514
3939169,39169,39,democratic,-81.88780787,40.82926705,15031
3939169,39169,39,republican,-81.88780787,40.82926705,32270
3939171,39171,39,democratic,-84.58816167,41.56027968,4358
3939171,39171,39,republican,-84.58816167,41.56027968,11939
3939173,39173,39,democratic,-83.62311366,41.36160162,27318
3939173,39173,39,republican,-83.62311366,41.36160162,32498
3939175,39175,39,democratic,-83.3042663,40.84236699,2515
3939175,39175,39,republican,-83.3042663,40.84236699,7468
4040001,40001,40,democratic,-94.65863245,35.88406262,1382
4040001,40001,40,republican,-94.65863245,35.88406262,4787
4040003,40003,40,democratic,-98.32176345,36.73091839,216
4040003,40003,40,republican,-98.32176345,36.73091839,1933
4040005,40005,40,democratic,-96.03794859,34.37367259,795
4040005,40005,40,republican,-96.03794859,34.37367259,4084
4040007,40007,40,democratic,-100.4765456,36.74966893,176
4040007,40007,40,republican,-100.4765456,36.74966893,1993
4040009,40009,40,democratic,-99.68042577,35.26792649,960
4040009,40009,40,republican,-99.68042577,35.26792649,6308
4040011,40011,40,democratic,-98.432652,35.87536168,711
4040011,40011,40,republican,-98.432652,35.87536168,2884
4040013,40013,40,democratic,-96.26246372,33.96278604,2804
4040013,40013,40,republican,-96.26246372,33.96278604,10478
4040015,40015,40,democratic,-98.37502407,35.17437642,2420
4040015,40015,40,republican,-98.37502407,35.17437642,6482
4040017,40017,40,democratic,-97.98241218,35.54233821,11674
4040017,40017,40,republican,-97.98241218,35.54233821,39986
4040019,40019,40,democratic,-97.28589218,34.25090173,4002
4040019,40019,40,republican,-97.28589218,34.25090173,13752
4040021,40021,40,democratic,-94.99948708,35.90664273,5456
4040021,40021,40,republican,-94.99948708,35.90664273,9994
4040023,40023,40,democratic,-95.55375412,34.0255707,1067
4040023,40023,40,republican,-95.55375412,34.0255707,4206
4040025,40025,40,democratic,-102.5178111,36.74826632,71
4040025,40025,40,republican,-102.5178111,36.74826632,963
4040027,40027,40,democratic,-97.3267069,35.20346872,38829
4040027,40027,40,republican,-97.3267069,35.20346872,62538
4040029,40029,40,democratic,-96.29798747,34.58840127,411
4040029,40029,40,republican,-96.29798747,34.58840127,1898
