combinedfips,countyfips,statefips,party,lng,lat,votes
2222083,22083,22,democratic,-91.76336368,32.41758531,3157
2222083,22083,22,republican,-91.76336368,32.41758531,6287
2222085,22085,22,democratic,-93.55521453,31.56283023,1703
2222085,22085,22,republican,-93.55521453,31.56283023,7879
2222087,22087,22,democratic,-89.53768188,29.8750922,4960
2222087,22087,22,republican,-89.53768188,29.8750922,10237
2222089,22089,22,democratic,-90.35781296,29.90559494,8559
2222089,22089,22,republican,-90.35781296,29.90559494,16621
2222091,22091,22,democratic,-90.71045886,30.82171866,3353
2222091,22091,22,republican,-90.71045886,30.82171866,2497
2222093,22093,22,democratic,-90.79581459,30.02623427,6418
2222093,22093,22,republican,-90.79581459,30.02623427,5456
2222095,22095,22,democratic,-90.47063317,30.12694792,12661
2222095,22095,22,republican,-90.47063317,30.12694792,7569
2222097,22097,22,democratic,-92.00579532,30.59908084,17209
2222097,22097,22,republican,-92.00579532,30.59908084,21971
2222099,22099,22,democratic,-91.60785079,30.12930997,8266
2222099,22099,22,republican,-91.60785079,30.12930997,16873
2222101,22101,22,democratic,-91.44469375,29.70500764,8050
2222101,22101,22,republican,-91.44469375,29.70500764,14359
2222103,22103,22,democratic,-89.95737111,30.40987792,27717
2222103,22103,22,republican,-89.95737111,30.40987792,90915
2222105,22105,22,democratic,-90.40542519,30.62688036,16878
2222105,22105,22,republican,-90.40542519,30.62688036,33959
2222107,22107,22,democratic,-91.34006167,32.00026867,1332
2222107,22107,22,republican,-91.34006167,32.00026867,1182
2222109,22109,22,democratic,-90.86454347,29.40922061,10665
2222109,22109,22,republican,-90.86454347,29.40922061,31902
2222111,22111,22,democratic,-92.3748342,32.83186286,2691
2222111,22111,22,republican,-92.3748342,32.83186286,7972
2222113,22113,22,democratic,-92.32457583,29.84621938,4857
2222113,22113,22,republican,-92.32457583,29.84621938,20063
2222115,22115,22,democratic,-93.18373375,31.10800615,2665
2222115,22115,22,republican,-93.18373375,31.10800615,13471
2222117,22117,22,democratic,-90.04035989,30.85339081,5692
2222117,22117,22,republican,-90.04035989,30.85339081,12556
2222119,22119,22,democratic,-93.33431354,32.71375647,6260
2222119,22119,22,republican,-93.33431354,32.71375647,11542
2222121,22121,22,democratic,-91.3125095,30.46264338,5383
2222121,22121,22,republican,-91.3125095,30.46264338,6927
2222123,22123,22,democratic,-91.45664676,32.78885847,715
2222123,22123,22,republican,-91.45664676,32.78885847,3970
2222125,22125,22,democratic,-91.42038292,30.88038848,2248
2222125,22125,22,republican,-91.42038292,30.88038848,3390
2222127,22127,22,democratic,-92.63657688,31.94438827,1644
2222127,22127,22,republican,-92.63657688,31.94438827,4608
2323001,23001,23,democratic,-70.20524042,44.16543634,23009
2323001,23001,23,republican,-70.20524042,44.16543634,28227
2323003,23003,23,democratic,-68.5987449,46.65913528,13287
2323003,23003,23,republican,-68.5987449,46.65913528,19270
2323005,23005,23,democratic,-70.37661287,43.83897334,102749
2323005,23005,23,republican,-70.37661287,43.83897334,57642
2323007,23007,23,democratic,-70.44421037,44.97424486,6991
2323007,23007,23,republican,-70.44421037,44.97424486,7888
2323009,23009,23,democratic,-68.35862848,44.64373173,16108
2323009,23009,23,republican,-68.35862848,44.64373173,13682
2323011,23011,23,democratic,-69.76757384,44.40901704,29302
2323011,23011,23,republican,-69.76757384,44.40901704,31675
2323013,23013,23,democratic,-69.15278458,44.12441708,12449
2323013,23013,23,republican,-69.15278458,44.12441708,9157
2323015,23015,23,democratic,-69.54198777,44.06333351,10241
2323015,23015,23,republican,-69.54198777,44.06333351,9727
2323017,23017,23,democratic,-70.75611419,44.49924446,12744
2323017,23017,23,republican,-70.75611419,44.49924446,17579
2323019,23019,23,democratic,-68.64952115,45.40038149,32977
2323019,23019,23,republican,-68.64952115,45.40038149,40490
2323021,23021,23,democratic,-69.28442666,45.83789196,3045
2323021,23021,23,republican,-69.28442666,45.83789196,5292
2323023,23023,23,democratic,-69.85358192,43.95888365,10664
2323023,23023,23,republican,-69.85358192,43.95888365,9304
2323025,23025,23,democratic,-69.95882156,45.51360259,8878
2323025,23025,23,republican,-69.95882156,45.51360259,14602
2323027,23027,23,democratic,-69.14427892,44.50136648,10440
2323027,23027,23,republican,-69.14427892,44.50136648,10378
2323029,23029,23,democratic,-67.62910779,45.02177186,5870
2323029,23029,23,republican,-67.62910779,45.02177186,8995
2323031,23031,23,democratic,-70.7143165,43.47829059,54895
2323031,23031,23,republican,-70.7143165,43.47829059,49770
2424001,24001,24,democratic,-78.69871136,39.62117263,7876
2424001,24001,24,republican,-78.69871136,39.62117263,21273
2424003,24003,24,democratic,-76.60335105,39.0057724,128429
2424003,24003,24,republican,-76.60335105,39.0057724,122449
2424005,24005,24,democratic,-76.63603021,39.4596552,218424
2424005,24005,24,republican,-76.63603021,39.4596552,149511
2424009,24009,24,democratic,-76.56882392,38.5437742,18227
2424009,24009,24,republican,-76.56882392,38.5437742,26180
2424011,24011,24,democratic,-75.83180727,38.87198968,4010
2424011,24011,24,republican,-75.83180727,38.87198968,9369
2424013,24013,24,democratic,-77.02256972,39.56320174,26568
2424013,24013,24,republican,-77.02256972,39.56320174,58220
2424015,24015,24,democratic,-75.94133759,39.57067423,13650
2424015,24015,24,republican,-75.94133759,39.57067423,28872
2424017,24017,24,democratic,-76.9921999,38.50706766,49341
2424017,24017,24,republican,-76.9921999,38.50706766,25619
2424019,24019,24,democratic,-76.02355952,38.46896686,6246
2424019,24019,24,republican,-76.02355952,38.46896686,8414
2424021,24021,24,democratic,-77.3978074,39.4720692,56526
2424021,24021,24,republican,-77.3978074,39.4720692,59535
2424023,24023,24,democratic,-79.27376451,39.52849306,2568
2424023,24023,24,republican,-79.27376451,39.52849306,10776
2424025,24025,24,democratic,-76.31717004,39.56126248,47078
2424025,24025,24,republican,-76.31717004,39.56126248,77874
2424027,24027,24,democratic,-76.93099926,39.25078653,102611
2424027,24027,24,republican,-76.93099926,39.25078653,47544
2424029,24029,24,democratic,-76.0404081,39.25416924,4576
2424029,24029,24,republican,-76.0404081,39.25416924,4880
2424031,24031,24,democratic,-77.20428439,39.13634899,357841
2424031,24031,24,republican,-77.20428439,39.13634899,92723
2424033,24033,24,democratic,-76.84739072,38.8299677,344059
2424033,24033,24,republican,-76.84739072,38.8299677,32833
2424035,24035,24,democratic,-76.0237387,39.06631908,7974
2424035,24035,24,republican,-76.0237387,39.06631908,16994
2424037,24037,24,democratic,-76.60613989,38.3016848,17534
2424037,24037,24,republican,-76.60613989,38.3016848,28670
2424039,24039,24,democratic,-75.75887041,38.11381821,4196
2424039,24039,24,republican,-75.75887041,38.11381821,5341
2424041,24041,24,democratic,-76.10341962,38.77026257,8653
2424041,24041,24,republican,-76.10341962,38.77026257,10726
2424043,24043,24,democratic,-77.81329014,39.60413752,21130
2424043,24043,24,republican,-77.81329014,39.60413752,41000
2424045,24045,24,democratic,-75.62218411,38.37287229,18050
2424045,24045,24,republican,-75.62218411,38.37287229,22199
2424047,24047,24,democratic,-75.33389427,38.212837,9754
2424047,24047,24,republican,-75.33389427,38.212837,17215
2424510,24510,24,democratic,-76.61440436,39.30522045,202685
2424510,24510,24,republican,-76.61440436,39.30522045,25211
2525001,25001,25,democratic,-70.2898624,41.7232979,72430
2525001,25001,25,republican,-70.2898624,41.7232979,54099
2525003,25003,25,democratic,-73.2062907,42.37045737,43714
2525003,25003,25,republican,-73.2062907,42.37045737,16839
2525005,25005,25,democratic,-71.11419448,41.79709525,129540
2525005,25005,25,republican,-71.11419448,41.79709525,105443
2525007,25007,25,democratic,-70.65382633,41.39790643,8400
2525007,25007,25,republican,-70.65382633,41.39790643,2477
2525009,25009,25,democratic,-70.9515844,42.67174524,222310
2525009,25009,25,republican,-70.9515844,42.67174524,136316
2525011,25011,25,democratic,-72.59174125,42.58309231,24478
2525011,25011,25,republican,-72.59174125,42.58309231,10364
2525013,25013,25,democratic,-72.63119338,42.13509064,112590
2525013,25013,25,republican,-72.63119338,42.13509064,78685
2525015,25015,25,democratic,-72.66378659,42.34022511,55367
2525015,25015,25,republican,-72.66378659,42.34022511,21790
2525017,25017,25,democratic,-71.39262102,42.48584344,520360
2525017,25017,25,republican,-71.39262102,42.48584344,219793
2525019,25019,25,democratic,-70.07344074,41.28422779,4146
2525019,25019,25,republican,-70.07344074,41.28422779,1892
2525021,25021,25,democratic,-71.20690516,42.1624614,221819
2525021,25021,25,republican,-71.20690516,42.1624614,119723
2525023,25023,25,democratic,-70.81296132,41.95331777,135513
2525023,25023,25,republican,-70.81296132,41.95331777,115369
2525025,25025,25,democratic,-71.07033478,42.33340065,245751
2525025,25025,25,republican,-71.07033478,42.33340065,50421
2525027,25027,25,democratic,-71.90780992,42.35111931,198778
2525027,25027,25,republican,-71.90780992,42.35111931,157682
2626001,26001,26,democratic,-83.59385271,44.68477825,1732
2626001,26001,26,republican,-83.59385271,44.68477825,4201
2626003,26003,26,democratic,-86.60408109,46.40902031,1663
2626003,26003,26,republican,-86.60408109,46.40902031,2585
2626005,26005,26,democratic,-85.88845897,42.59147142,18050
2626005,26005,26,republican,-85.88845897,42.59147142,34183
2626007,26007,26,democratic,-83.62606894,45.03457851,4877
2626007,26007,26,republican,-83.62606894,45.03457851,9090
2626009,26009,26,democratic,-85.14135875,44.99904124,4448
2626009,26009,26,republican,-85.14135875,44.99904124,8469
2626011,26011,26,democratic,-83.89498203,44.0651223,2384
2626011,26011,26,republican,-83.89498203,44.0651223,4950
2626013,26013,26,democratic,-88.36559186,46.66237725,1156
2626013,26013,26,republican,-88.36559186,46.66237725,2158
2626015,26015,26,democratic,-85.30834519,42.59513984,9114
2626015,26015,26,republican,-85.30834519,42.59513984,19202
2626017,26017,26,democratic,-83.99005144,43.70716549,21642
2626017,26017,26,republican,-83.99005144,43.70716549,28328
2626019,26019,26,democratic,-86.01505847,44.63910932,4108
2626019,26019,26,republican,-86.01505847,44.63910932,5539
2626021,26021,26,democratic,-86.41252941,41.95468812,29495
2626021,26021,26,republican,-86.41252941,41.95468812,38647
2626023,26023,26,democratic,-85.05923475,41.91588904,5061
2626023,26023,26,republican,-85.05923475,41.91588904,11786
2626025,26025,26,democratic,-85.00508394,42.24636617,24157
2626025,26025,26,republican,-85.00508394,42.24636617,31494
2626027,26027,26,democratic,-85.99403741,41.91545547,7270
2626027,26027,26,republican,-85.99403741,41.91545547,14243
2626029,26029,26,democratic,-85.12921505,45.30562797,5137
2626029,26029,26,republican,-85.12921505,45.30562797,8674
2626031,26031,26,democratic,-84.50065611,45.44701265,4302
2626031,26031,26,republican,-84.50065611,45.44701265,8683
2626033,26033,26,democratic,-84.56284345,46.30032406,5379
2626033,26033,26,republican,-84.56284345,46.30032406,9122
2626035,26035,26,democratic,-84.84810751,43.9879198,4249
2626035,26035,26,republican,-84.84810751,43.9879198,8505
2626037,26037,26,democratic,-84.60138451,42.9439517,16492
2626037,26037,26,republican,-84.60138451,42.9439517,21636
2626039,26039,26,democratic,-84.61024859,44.68323123,2110
2626039,26039,26,republican,-84.61024859,44.68323123,4354
2626041,26041,26,democratic,-86.92347486,45.91736311,6436
2626041,26041,26,republican,-86.92347486,45.91736311,11121
2626043,26043,26,democratic,-87.87011459,46.00907005,3923
2626043,26043,26,republican,-87.87011459,46.00907005,8580
2626045,26045,26,democratic,-84.83740035,42.59599185,24938
2626045,26045,26,republican,-84.83740035,42.59599185,27609
2626047,26047,26,democratic,-84.89116957,45.51996676,6972
2626047,26047,26,republican,-84.89116957,45.51996676,10616
2626049,26049,26,democratic,-83.70652806,43.02216976,102751
2626049,26049,26,republican,-83.70652806,43.02216976,84175
2626051,26051,26,democratic,-84.38860114,43.99062122,3794
2626051,26051,26,republican,-84.38860114,43.99062122,8124
2626053,26053,26,democratic,-89.69437271,46.40885281,2925
2626053,26053,26,republican,-89.69437271,46.40885281,4018
2626055,26055,26,democratic,-85.56013503,44.66916098,20965
2626055,26055,26,republican,-85.56013503,44.66916098,27413
2626057,26057,26,democratic,-84.60482908,43.29296993,5666
2626057,26057,26,republican,-84.60482908,43.29296993,9880
2626059,26059,26,democratic,-84.59305475,41.88768696,4799
2626059,26059,26,republican,-84.59305475,41.88768696,14095
2626061,26061,26,democratic,-88.68742993,46.89801075,6018
2626061,26061,26,republican,-88.68742993,46.89801075,8475
2626063,26063,26,democratic,-83.03116796,43.83293286,4579
2626063,26063,26,republican,-83.03116796,43.83293286,10692
2626065,26065,26,democratic,-84.37346607,42.59737278,79110
2626065,26065,26,republican,-84.37346607,42.59737278,43868
2626067,26067,26,democratic,-85.07413319,42.94502238,8352
2626067,26067,26,republican,-85.07413319,42.94502238,16635
2626069,26069,26,democratic,-83.63669002,44.35578542,4345
2626069,26069,26,republican,-83.63669002,44.35578542,8345
2626071,26071,26,democratic,-88.53028044,46.20865908,2004
2626071,26071,26,republican,-88.53028044,46.20865908,3675
2626073,26073,26,democratic,-84.84664923,43.64060976,11404
2626073,26073,26,republican,-84.84664923,43.64060976,12338
2626075,26075,26,democratic,-84.42251355,42.24852059,25795
2626075,26075,26,republican,-84.42251355,42.24852059,39793
2626077,26077,26,democratic,-85.53044157,42.24536002,67148
2626077,26077,26,republican,-85.53044157,42.24536002,51034
2626079,26079,26,democratic,-85.0904614,44.68488514,2280
2626079,26079,26,republican,-85.0904614,44.68488514,6116
2626081,26081,26,democratic,-85.54918115,43.03204611,138683
2626081,26081,26,republican,-85.54918115,43.03204611,148180
2626083,26083,26,democratic,-88.43593439,47.62662557,527
2626083,26083,26,republican,-88.43593439,47.62662557,814
2626085,26085,26,democratic,-85.80209274,43.99041242,1939
2626085,26085,26,republican,-85.80209274,43.99041242,3159
2626087,26087,26,democratic,-83.22153148,43.09052506,12734
2626087,26087,26,republican,-83.22153148,43.09052506,30037
2626089,26089,26,democratic,-85.81220561,44.93943424,6774
2626089,26089,26,republican,-85.81220561,44.93943424,7239
2626091,26091,26,democratic,-84.06641246,41.89469406,16750
2626091,26091,26,republican,-84.06641246,41.89469406,26430
2626093,26093,26,democratic,-83.9117077,42.60389287,34384
2626093,26093,26,republican,-83.9117077,42.60389287,65680
2626095,26095,26,democratic,-85.54389048,46.4704998,681
2626095,26095,26,republican,-85.54389048,46.4704998,1756
2626097,26097,26,democratic,-85.07704103,46.07858665,2085
2626097,26097,26,republican,-85.07704103,46.07858665,3744
2626099,26099,26,democratic,-82.93255517,42.69584067,176317
2626099,26099,26,republican,-82.93255517,42.69584067,224665
2626101,26101,26,democratic,-86.05635345,44.33345321,4979
2626101,26101,26,republican,-86.05635345,44.33345321,6915
2626103,26103,26,democratic,-87.64138782,46.43139896,16042
2626103,26103,26,republican,-87.64138782,46.43139896,14646
2626105,26105,26,democratic,-86.25017381,43.99535369,5281
2626105,26105,26,republican,-86.25017381,43.99535369,8505
2626107,26107,26,democratic,-85.32464875,43.64070731,5827
2626107,26107,26,republican,-85.32464875,43.64070731,10305
2626109,26109,26,democratic,-87.55660994,45.58036988,3539
2626109,26109,26,republican,-87.55660994,45.58036988,6702
2626111,26111,26,democratic,-84.38804837,43.64674881,15635
2626111,26111,26,republican,-84.38804837,43.64674881,23846
2626113,26113,26,democratic,-85.09471001,44.33770935,1565
2626113,26113,26,republican,-85.09471001,44.33770935,5386
2626115,26115,26,democratic,-83.53769332,41.92832154,26863
2626115,26115,26,republican,-83.53769332,41.92832154,43261
2626117,26117,26,democratic,-85.15230226,43.31058414,7874
2626117,26117,26,republican,-85.15230226,43.31058414,16907
2626119,26119,26,democratic,-84.12740152,45.02758285,1287
2626119,26119,26,republican,-84.12740152,45.02758285,3498
2626121,26121,26,democratic,-86.1519783,43.2913812,37304
2626121,26121,26,republican,-86.1519783,43.2913812,36127
2626123,26123,26,democratic,-85.80070154,43.5544124,6212
2626123,26123,26,republican,-85.80070154,43.5544124,15173
2626125,26125,26,democratic,-83.38594391,42.66090645,343070
2626125,26125,26,republican,-83.38594391,42.66090645,289203
2626127,26127,26,democratic,-86.26734566,43.64097781,3973
2626127,26127,26,republican,-86.26734566,43.64097781,7228
